2026-03-31 15:29:03,928 | INFO | Setup complete.
2026-03-31 15:29:03,958 | ERROR | DuckDB load error: IO Error: No files found that match the pattern "data/ratings.csv"
2026-03-31 15:31:26,750 | INFO | Setup complete.
2026-03-31 15:31:28,887 | INFO | Loaded table 'ratings' from ratings.csv
2026-03-31 15:31:28,911 | INFO | Loaded table 'movies' from movies.csv
2026-03-31 15:31:28,920 | INFO | Loaded table 'users' from users.csv
2026-03-31 15:31:28,922 | INFO | Loaded table 'genres' from genres.csv
2026-03-31 15:31:28,922 | INFO | All 4 tables loaded into DuckDB.
2026-03-31 15:31:31,480 | INFO | Setup complete.
2026-03-31 15:31:31,534 | INFO | Loaded table 'ratings' from ratings.csv
2026-03-31 15:31:31,557 | INFO | Loaded table 'movies' from movies.csv
2026-03-31 15:31:31,565 | INFO | Loaded table 'users' from users.csv
2026-03-31 15:31:31,566 | INFO | Loaded table 'genres' from genres.csv
2026-03-31 15:31:31,566 | INFO | All 4 tables loaded into DuckDB.
2026-03-31 15:31:31,596 | INFO | Query 1 (top movies) complete.
2026-03-31 15:31:31,615 | INFO | Query 2 (genre counts) complete.
2026-03-31 15:31:31,621 | INFO | Query 3 (user activity) complete.
2026-03-31 15:31:31,631 | INFO | Loaded: ratings=(100000, 4), movies=(1682, 21), users=(943, 5)
2026-03-31 15:31:31,639 | INFO | Helper functions defined.
2026-03-31 15:31:31,643 | INFO | Building user-item matrix...
2026-03-31 15:31:31,683 | INFO | Simulating 25 cycles for 5 users...
2026-03-31 15:31:31,683 | INFO |   User 1...
2026-03-31 15:31:41,187 | INFO |   User 50...
2026-03-31 15:31:50,809 | INFO |   User 100...
2026-03-31 15:32:00,875 | INFO |   User 200...
2026-03-31 15:32:10,570 | INFO |   User 300...
2026-03-31 15:32:19,801 | INFO | Simulation complete.
2026-03-31 15:32:19,812 | INFO | Median CF ILD threshold: 0.707
2026-03-31 15:32:19,858 | INFO | Random Forest accuracy: 1.000
2026-03-31 15:32:19,859 | ERROR | ML model error: Number of classes, 1, does not match size of target_names, 2. Try specifying the labels parameter
2026-03-31 15:32:51,364 | INFO | Median CF ILD threshold: 0.707
2026-03-31 15:32:51,421 | INFO | Random Forest accuracy: 1.000
2026-03-31 15:32:51,421 | ERROR | ML model error: Number of classes, 1, does not match size of target_names, 2. Try specifying the labels parameter
2026-03-31 15:33:57,539 | INFO | Median CF ILD threshold: 0.707
2026-03-31 15:33:57,587 | INFO | Random Forest accuracy: 1.000
2026-03-31 15:35:04,894 | INFO | Setup complete.
2026-03-31 15:35:08,339 | INFO | Setup complete.
2026-03-31 15:35:08,408 | INFO | Loaded table 'ratings' from ratings.csv
2026-03-31 15:35:08,431 | INFO | Loaded table 'movies' from movies.csv
2026-03-31 15:35:08,439 | INFO | Loaded table 'users' from users.csv
2026-03-31 15:35:08,440 | INFO | Loaded table 'genres' from genres.csv
2026-03-31 15:35:08,441 | INFO | All 4 tables loaded into DuckDB.
2026-03-31 15:35:08,450 | INFO | Query 1 (top movies) complete.
2026-03-31 15:35:08,461 | INFO | Query 2 (genre counts) complete.
2026-03-31 15:35:08,467 | INFO | Query 3 (user activity) complete.
2026-03-31 15:35:08,476 | INFO | Loaded: ratings=(100000, 4), movies=(1682, 21), users=(943, 5)
2026-03-31 15:35:08,483 | INFO | Helper functions defined.
2026-03-31 15:35:08,488 | INFO | Building user-item matrix...
2026-03-31 15:35:08,526 | INFO | Simulating 25 cycles for 100 users...
2026-03-31 15:35:08,526 | INFO |   User 1...
2026-03-31 15:35:17,346 | INFO |   User 2...
2026-03-31 15:35:25,540 | INFO |   User 3...
2026-03-31 15:35:33,611 | INFO |   User 4...
2026-03-31 15:35:41,551 | INFO |   User 5...
2026-03-31 15:35:49,640 | INFO |   User 6...
2026-03-31 15:35:57,570 | INFO |   User 7...
2026-03-31 15:36:05,570 | INFO |   User 8...
2026-03-31 15:36:13,488 | INFO |   User 9...
2026-03-31 15:36:21,447 | INFO |   User 10...
2026-03-31 15:36:29,546 | INFO |   User 11...
2026-03-31 15:36:37,473 | INFO |   User 12...
2026-03-31 15:36:45,414 | INFO |   User 13...
2026-03-31 15:36:53,491 | INFO |   User 14...
2026-03-31 15:37:01,370 | INFO |   User 15...
2026-03-31 15:37:09,374 | INFO |   User 16...
2026-03-31 15:37:17,311 | INFO |   User 17...
2026-03-31 15:37:25,321 | INFO |   User 18...
2026-03-31 15:37:33,355 | INFO |   User 19...
2026-03-31 15:37:41,371 | INFO |   User 20...
2026-03-31 15:37:49,355 | INFO |   User 21...
2026-03-31 15:37:57,416 | INFO |   User 22...
2026-03-31 15:38:05,428 | INFO |   User 23...
2026-03-31 15:38:13,377 | INFO |   User 24...
2026-03-31 15:38:21,372 | INFO |   User 25...
2026-03-31 15:38:29,388 | INFO |   User 26...
2026-03-31 15:38:37,429 | INFO |   User 27...
2026-03-31 15:38:45,498 | INFO |   User 28...
2026-03-31 15:38:53,561 | INFO |   User 29...
2026-03-31 15:39:01,398 | INFO |   User 30...
2026-03-31 15:39:09,555 | INFO |   User 31...
2026-03-31 15:39:17,481 | INFO |   User 32...
2026-03-31 15:39:25,424 | INFO |   User 33...
2026-03-31 15:39:33,356 | INFO |   User 34...
2026-03-31 15:39:41,324 | INFO |   User 35...
2026-03-31 15:39:49,314 | INFO |   User 36...
2026-03-31 15:39:57,201 | INFO |   User 37...
2026-03-31 15:40:05,147 | INFO |   User 38...
2026-03-31 15:40:13,016 | INFO |   User 39...
2026-03-31 15:40:20,902 | INFO |   User 40...
2026-03-31 15:40:28,863 | INFO |   User 41...
2026-03-31 15:40:36,776 | INFO |   User 42...
2026-03-31 15:40:44,664 | INFO |   User 43...
2026-03-31 15:40:52,602 | INFO |   User 44...
2026-03-31 15:41:00,577 | INFO |   User 45...
2026-03-31 15:41:08,566 | INFO |   User 46...
2026-03-31 15:41:16,464 | INFO |   User 47...
2026-03-31 15:41:24,370 | INFO |   User 48...
2026-03-31 15:41:32,329 | INFO |   User 49...
2026-03-31 15:41:40,247 | INFO |   User 50...
2026-03-31 15:41:48,277 | INFO |   User 51...
2026-03-31 15:41:56,390 | INFO |   User 52...
2026-03-31 15:42:04,391 | INFO |   User 53...
2026-03-31 15:42:12,556 | INFO |   User 54...
2026-03-31 15:42:21,007 | INFO |   User 55...
2026-03-31 15:42:29,156 | INFO |   User 56...
2026-03-31 15:42:37,145 | INFO |   User 57...
2026-03-31 15:42:45,419 | INFO |   User 58...
2026-03-31 15:42:57,529 | INFO | Setup complete.
2026-03-31 15:42:57,574 | INFO | Loaded table 'ratings' from ratings.csv
2026-03-31 15:42:57,597 | INFO | Loaded table 'movies' from movies.csv
2026-03-31 15:42:57,605 | INFO | Loaded table 'users' from users.csv
2026-03-31 15:42:57,607 | INFO | Loaded table 'genres' from genres.csv
2026-03-31 15:42:57,607 | INFO | All 4 tables loaded into DuckDB.
2026-03-31 15:42:57,616 | INFO | Query 1 (top movies) complete.
2026-03-31 15:42:57,628 | INFO | Query 2 (genre counts) complete.
2026-03-31 15:42:57,635 | INFO | Query 3 (user activity) complete.
2026-03-31 15:42:57,650 | INFO | Loaded: ratings=(100000, 4), movies=(1682, 21), users=(943, 5)
2026-03-31 15:42:57,671 | INFO | Helper functions defined.
2026-03-31 15:42:57,679 | INFO | Building user-item matrix...
2026-03-31 15:42:57,719 | INFO | Simulating 25 cycles for 50 users...
2026-03-31 15:42:57,719 | INFO |   User 1...
2026-03-31 15:43:07,140 | INFO |   User 2...
2026-03-31 15:43:17,174 | INFO |   User 3...
2026-03-31 15:43:26,617 | INFO |   User 4...
2026-03-31 15:43:36,025 | INFO |   User 5...
2026-03-31 15:43:45,931 | INFO |   User 6...
2026-03-31 15:43:55,592 | INFO |   User 7...
2026-03-31 15:44:05,107 | INFO |   User 8...
2026-03-31 15:44:14,511 | INFO |   User 9...
2026-03-31 15:44:23,720 | INFO |   User 10...
2026-03-31 15:44:32,819 | INFO |   User 11...
2026-03-31 15:44:42,160 | INFO |   User 12...
2026-03-31 15:44:51,463 | INFO |   User 13...
2026-03-31 15:45:00,722 | INFO |   User 14...
2026-03-31 15:45:09,966 | INFO |   User 15...
2026-03-31 15:45:19,202 | INFO |   User 16...
2026-03-31 15:45:28,650 | INFO |   User 17...
2026-03-31 15:45:37,770 | INFO |   User 18...
2026-03-31 15:45:47,176 | INFO |   User 19...
2026-03-31 15:45:56,564 | INFO |   User 20...
2026-03-31 15:46:06,057 | INFO |   User 21...
2026-03-31 15:46:15,974 | INFO |   User 22...
2026-03-31 15:46:25,232 | INFO |   User 23...
2026-03-31 15:46:34,451 | INFO |   User 24...
2026-03-31 15:46:43,990 | INFO |   User 25...
2026-03-31 15:46:53,542 | INFO |   User 26...
2026-03-31 15:47:03,057 | INFO |   User 27...
2026-03-31 15:47:12,475 | INFO |   User 28...
2026-03-31 15:47:21,833 | INFO |   User 29...
2026-03-31 15:47:31,036 | INFO |   User 30...
2026-03-31 15:47:40,426 | INFO |   User 31...
2026-03-31 15:47:49,660 | INFO |   User 32...
2026-03-31 15:47:58,988 | INFO |   User 33...
2026-03-31 15:48:08,473 | INFO |   User 34...
2026-03-31 15:48:17,771 | INFO |   User 35...
2026-03-31 15:48:27,160 | INFO |   User 36...
2026-03-31 15:48:36,303 | INFO |   User 37...
2026-03-31 15:48:45,562 | INFO |   User 38...
2026-03-31 15:48:54,771 | INFO |   User 39...
2026-03-31 15:49:03,870 | INFO |   User 40...
2026-03-31 15:49:12,956 | INFO |   User 41...
2026-03-31 15:49:22,053 | INFO |   User 42...
2026-03-31 15:49:31,152 | INFO |   User 43...
2026-03-31 15:49:40,295 | INFO |   User 44...
2026-03-31 15:49:49,266 | INFO |   User 45...
2026-03-31 15:49:58,588 | INFO |   User 46...
2026-03-31 15:50:07,663 | INFO |   User 47...
2026-03-31 15:50:16,703 | INFO |   User 48...
2026-03-31 15:50:25,996 | INFO |   User 49...
2026-03-31 15:50:35,284 | INFO |   User 50...
2026-03-31 15:50:44,231 | INFO | Simulation complete.
2026-03-31 15:50:44,245 | INFO | Median CF ILD threshold: 0.763
2026-03-31 15:50:44,314 | INFO | Random Forest accuracy: 0.600
2026-03-31 15:50:44,570 | INFO | Chart saved to pipeline/filter_bubble_chart.png
2026-03-31 15:50:44,645 | INFO | Pipeline finished.
2026-03-31 15:53:29,027 | INFO | Setup complete.
2026-03-31 15:53:29,072 | INFO | Loaded table 'ratings' from ratings.csv
2026-03-31 15:53:29,094 | INFO | Loaded table 'movies' from movies.csv
2026-03-31 15:53:29,102 | INFO | Loaded table 'users' from users.csv
2026-03-31 15:53:29,104 | INFO | Loaded table 'genres' from genres.csv
2026-03-31 15:53:29,104 | INFO | All 4 tables loaded into DuckDB.
2026-03-31 15:53:29,114 | INFO | Query 1 (top movies) complete.
2026-03-31 15:53:29,128 | INFO | Query 2 (genre counts) complete.
2026-03-31 15:53:29,135 | INFO | Query 3 (user activity) complete.
2026-03-31 15:53:29,144 | INFO | Loaded: ratings=(100000, 4), movies=(1682, 21), users=(943, 5)
2026-03-31 15:53:29,151 | INFO | Helper functions defined.
2026-03-31 15:53:29,156 | INFO | Building user-item matrix...
2026-03-31 15:53:29,212 | INFO | Simulating 25 cycles for 50 users...
2026-03-31 15:53:29,213 | INFO |   User 1...
2026-03-31 15:53:30,181 | INFO |   User 2...
2026-03-31 15:53:31,030 | INFO |   User 3...
2026-03-31 15:53:31,932 | INFO |   User 4...
2026-03-31 15:53:32,814 | INFO |   User 5...
2026-03-31 15:53:33,719 | INFO |   User 6...
2026-03-31 15:53:34,603 | INFO |   User 7...
2026-03-31 15:53:35,423 | INFO |   User 8...
2026-03-31 15:53:36,293 | INFO |   User 9...
2026-03-31 15:53:37,107 | INFO |   User 10...
2026-03-31 15:53:37,934 | INFO |   User 11...
2026-03-31 15:53:38,770 | INFO |   User 12...
2026-03-31 15:53:39,816 | INFO |   User 13...
2026-03-31 15:53:40,682 | INFO |   User 14...
2026-03-31 15:53:41,602 | INFO |   User 15...
2026-03-31 15:53:42,445 | INFO |   User 16...
2026-03-31 15:53:43,252 | INFO |   User 17...
2026-03-31 15:53:44,194 | INFO |   User 18...
2026-03-31 15:53:45,047 | INFO |   User 19...
2026-03-31 15:53:45,907 | INFO |   User 20...
2026-03-31 15:53:46,826 | INFO |   User 21...
2026-03-31 15:53:47,756 | INFO |   User 22...
2026-03-31 15:53:48,578 | INFO |   User 23...
2026-03-31 15:53:49,408 | INFO |   User 24...
2026-03-31 15:53:50,238 | INFO |   User 25...
2026-03-31 15:53:51,079 | INFO |   User 26...
2026-03-31 15:53:51,899 | INFO |   User 27...
2026-03-31 15:53:52,784 | INFO |   User 28...
2026-03-31 15:53:53,602 | INFO |   User 29...
2026-03-31 15:53:54,455 | INFO |   User 30...
2026-03-31 15:53:55,289 | INFO |   User 31...
2026-03-31 15:53:56,091 | INFO |   User 32...
2026-03-31 15:53:56,911 | INFO |   User 33...
2026-03-31 15:53:57,712 | INFO |   User 34...
2026-03-31 15:53:58,479 | INFO |   User 35...
2026-03-31 15:53:59,267 | INFO |   User 36...
2026-03-31 15:54:00,118 | INFO |   User 37...
2026-03-31 15:54:00,966 | INFO |   User 38...
2026-03-31 15:54:01,803 | INFO |   User 39...
2026-03-31 15:54:02,699 | INFO |   User 40...
2026-03-31 15:54:03,635 | INFO |   User 41...
2026-03-31 15:54:04,506 | INFO |   User 42...
2026-03-31 15:54:05,420 | INFO |   User 43...
2026-03-31 15:54:06,302 | INFO |   User 44...
2026-03-31 15:54:07,145 | INFO |   User 45...
2026-03-31 15:54:07,917 | INFO |   User 46...
2026-03-31 15:54:08,720 | INFO |   User 47...
2026-03-31 15:54:09,541 | INFO |   User 48...
2026-03-31 15:54:10,463 | INFO |   User 49...
2026-03-31 15:54:11,425 | INFO |   User 50...
2026-03-31 15:54:12,337 | INFO | Simulation complete.
2026-03-31 15:54:12,379 | INFO | Median CF ILD threshold: 0.090
2026-03-31 15:54:12,454 | INFO | Random Forest accuracy: 0.400
2026-03-31 15:54:12,703 | INFO | Chart saved to pipeline/filter_bubble_chart.png
2026-03-31 15:54:12,779 | INFO | Pipeline finished.
2026-03-31 15:54:48,369 | INFO | Building user-item matrix...
2026-03-31 15:54:48,412 | INFO | Simulating 25 cycles for 50 users...
2026-03-31 15:54:48,412 | INFO |   User 1...
2026-03-31 15:54:54,581 | INFO |   User 2...
2026-03-31 15:55:00,294 | INFO |   User 3...
2026-03-31 15:55:06,195 | INFO |   User 4...
2026-03-31 15:55:12,084 | INFO |   User 5...
2026-03-31 15:55:17,972 | INFO |   User 6...
2026-03-31 15:55:23,811 | INFO |   User 7...
2026-03-31 15:55:29,963 | INFO |   User 8...
2026-03-31 15:55:36,215 | INFO |   User 9...
2026-03-31 15:55:41,939 | INFO |   User 10...
2026-03-31 15:55:47,900 | INFO |   User 11...
2026-03-31 15:55:53,824 | INFO |   User 12...
2026-03-31 15:55:59,674 | INFO |   User 13...
2026-03-31 15:56:05,507 | INFO |   User 14...
2026-03-31 15:56:11,237 | INFO |   User 15...
2026-03-31 15:56:17,065 | INFO |   User 16...
2026-03-31 15:56:23,220 | INFO |   User 17...
2026-03-31 15:56:29,064 | INFO |   User 18...
2026-03-31 15:56:34,970 | INFO |   User 19...
2026-03-31 15:56:40,985 | INFO |   User 20...
2026-03-31 15:56:46,675 | INFO |   User 21...
2026-03-31 15:56:52,884 | INFO |   User 22...
2026-03-31 15:56:58,936 | INFO |   User 23...
2026-03-31 15:57:04,895 | INFO |   User 24...
2026-03-31 15:57:10,773 | INFO |   User 25...
2026-03-31 15:57:16,818 | INFO |   User 26...
2026-03-31 15:57:22,679 | INFO |   User 27...
2026-03-31 15:57:28,623 | INFO |   User 28...
2026-03-31 15:57:34,588 | INFO |   User 29...
2026-03-31 15:57:40,389 | INFO |   User 30...
2026-03-31 15:57:46,236 | INFO |   User 31...
2026-03-31 15:57:52,278 | INFO |   User 32...
2026-03-31 15:57:58,114 | INFO |   User 33...
2026-03-31 15:58:04,091 | INFO |   User 34...
2026-03-31 15:58:10,066 | INFO |   User 35...
2026-03-31 15:58:16,106 | INFO |   User 36...
2026-03-31 15:58:21,969 | INFO |   User 37...
2026-03-31 15:58:27,882 | INFO |   User 38...
2026-03-31 15:58:33,802 | INFO |   User 39...
2026-03-31 15:58:39,708 | INFO |   User 40...
2026-03-31 15:58:45,558 | INFO |   User 41...
2026-03-31 15:58:51,343 | INFO |   User 42...
2026-03-31 15:58:57,198 | INFO |   User 43...
2026-03-31 15:59:03,063 | INFO |   User 44...
2026-03-31 15:59:09,150 | INFO |   User 45...
2026-03-31 15:59:15,280 | INFO |   User 46...
2026-03-31 15:59:21,521 | INFO |   User 47...
2026-03-31 15:59:27,591 | INFO |   User 48...
